date,client_id,amount,notes,amount_duplicate
2024-01-05 23:00:00,1738.0,1485.2404180991737,note 119,1485.2404180991737
2024-01-06 00:00:00,1033.0,2781.855924734322,note 120,2781.855924734322
2024-01-06 01:00:00,1597.0,4875.250100643456,note 121,4875.250100643456
2024-01-06 02:00:00,1019.0,4823.0064050676065,note 122,4823.0064050676065
2024-01-06 03:00:00,1051.0,312.93414375307873,note 123,312.93414375307873
2024-01-06 04:00:00,1839.0,896.3837758717688,note 124,896.3837758717688
2024-01-06 05:00:00,1872.0,3751.668425128491,note 125,3751.668425128491
2024-01-06 06:00:00,,791.3908506374428,note 126,791.3908506374428
2024-01-06 07:00:00,1528.0,1269.90955366247,note 127,1269.90955366247
2024-01-06 08:00:00,1432.0,error,note 128,error
2024-01-06 09:00:00,1423.0,3290.097002082027,note 129,3290.097002082027
2024-01-06 10:00:00,1115.0,3537.7876024165585,note 130,3537.7876024165585
2024-01-06 11:00:00,,2567.506475367204,note 131,2567.506475367204
not-a-date,1996.0,3837.4469923980896,note 132,3837.4469923980896
2024-01-06 13:00:00,1514.0,4883.306656251637,note 133,4883.306656251637
2024-01-06 14:00:00,1115.0,2292.4506270526454,note 134,2292.4506270526454
2024-01-06 15:00:00,1700.0,1547.842689209476,note 135,1547.842689209476
2024-01-06 16:00:00,1424.0,328.06304415856954,note 136,328.06304415856954
2024-01-06 17:00:00,1611.0,3608.2875833622115,note 137,3608.2875833622115
2024-01-06 18:00:00,1571.0,4686.427324121869,note 138,4686.427324121869
2024-01-06 19:00:00,1570.0,1569.7536059755062,note 139,1569.7536059755062
2024-01-06 20:00:00,1486.0,1952.4396177433357,note 140,1952.4396177433357
2024-01-06 21:00:00,1842.0,error,note 141,error
2024-01-06 22:00:00,1839.0,error,note 142,error
not-a-date,1156.0,4710.0591315466345,note 143,4710.0591315466345
2024-01-07 00:00:00,1304.0,4455.803392725939,note 144,4455.803392725939
not-a-date,1978.0,2773.9103595733113,note 145,2773.9103595733113
not-a-date,1767.0,291.30649790781786,note 146,291.30649790781786
2024-01-07 03:00:00,1647.0,1466.6222148251175,note 147,1466.6222148251175
not-a-date,1339.0,1416.4491031441767,note 148,1416.4491031441767
not-a-date,1104.0,2505.009152252617,note 149,2505.009152252617
2024-01-07 06:00:00,1204.0,4361.018093103153,note 150,4361.018093103153
not-a-date,1347.0,1168.2221777565012,note 151,1168.2221777565012
2024-01-07 08:00:00,,1976.188687002575,note 152,1976.188687002575
2024-01-07 09:00:00,1220.0,296.21390323915364,note 153,296.21390323915364
2024-01-07 10:00:00,1539.0,2398.8142124046394,note 154,2398.8142124046394
2024-01-07 11:00:00,1866.0,4782.187557108629,note 155,4782.187557108629
2024-01-07 12:00:00,1159.0,1313.337639490456,note 156,1313.337639490456
2024-01-07 13:00:00,1718.0,4142.119903810921,note 157,4142.119903810921
2024-01-07 14:00:00,1902.0,2325.5546531658424,note 158,2325.5546531658424
2024-01-07 15:00:00,1520.0,1380.581502040425,note 159,1380.581502040425
2024-01-07 16:00:00,1726.0,3089.094031526507,note 160,3089.094031526507
2024-01-07 17:00:00,1691.0,4382.425302994484,note 161,4382.425302994484
2024-01-07 18:00:00,1494.0,2595.4960306477615,note 162,2595.4960306477615
2024-01-07 19:00:00,1365.0,118.20865379218321,note 163,118.20865379218321
not-a-date,1815.0,3295.1966859467852,note 164,3295.1966859467852
2024-01-07 21:00:00,1845.0,2316.0172347649377,note 165,2316.0172347649377
2024-01-07 22:00:00,,3435.8774115456145,note 166,3435.8774115456145
2024-01-07 23:00:00,1420.0,3700.062608473833,note 167,3700.062608473833
2024-01-08 00:00:00,1959.0,1082.3348872850838,note 168,1082.3348872850838
2024-01-08 01:00:00,1613.0,3503.8521497562056,note 169,3503.8521497562056
2024-01-08 02:00:00,1725.0,4550.439937320724,note 170,4550.439937320724
2024-01-08 03:00:00,1179.0,2347.4201678832424,note 171,2347.4201678832424
2024-01-08 04:00:00,1577.0,4498.410856133973,note 172,4498.410856133973
2024-01-08 05:00:00,,2523.390459473571,note 173,2523.390459473571
2024-01-08 06:00:00,1779.0,4242.282932828876,note 174,4242.282932828876
2024-01-08 07:00:00,1323.0,3060.5722520941836,note 175,3060.5722520941836
2024-01-08 08:00:00,1306.0,3820.6337241486863,note 176,3820.6337241486863
2024-01-08 09:00:00,1586.0,1495.6137563758107,note 177,1495.6137563758107
2024-01-08 10:00:00,1840.0,3877.6855082244415,note 178,3877.6855082244415
2024-01-08 11:00:00,1363.0,2585.5519534774094,note 179,2585.5519534774094
2024-01-08 12:00:00,1692.0,564.219203728037,note 180,564.219203728037
2024-01-08 13:00:00,1850.0,3493.4762848340383,note 181,3493.4762848340383
2024-01-08 14:00:00,1094.0,511.8794947265386,note 182,511.8794947265386
2024-01-08 15:00:00,1243.0,1055.1043261312875,note 183,1055.1043261312875
2024-01-08 16:00:00,1858.0,1473.6248301476019,note 184,1473.6248301476019
2024-01-08 17:00:00,1065.0,4496.273620246388,note 185,4496.273620246388
2024-01-08 18:00:00,1227.0,3372.9333713830747,note 186,3372.9333713830747
2024-01-08 19:00:00,1467.0,1827.5270380796069,note 187,1827.5270380796069
2024-01-08 20:00:00,1977.0,4153.550681834392,note 188,4153.550681834392
2024-01-08 21:00:00,1942.0,2099.390424135751,note 189,2099.390424135751
2024-01-08 22:00:00,1940.0,3471.849323084669,note 190,3471.849323084669
2024-01-08 23:00:00,1851.0,3522.921851582823,note 191,3522.921851582823
2024-01-09 00:00:00,1954.0,810.2726252031048,note 192,810.2726252031048
2024-01-09 01:00:00,1526.0,833.6421285857675,note 193,833.6421285857675
2024-01-09 02:00:00,,4304.499320787594,note 194,4304.499320787594
2024-01-09 03:00:00,1457.0,3347.4631206694794,note 195,3347.4631206694794
2024-01-09 04:00:00,1574.0,2017.733027116293,note 196,2017.733027116293
2024-01-09 05:00:00,1637.0,2096.663769769677,note 197,2096.663769769677
2024-01-09 06:00:00,1150.0,2091.7473251834926,note 198,2091.7473251834926
2024-01-09 07:00:00,1758.0,4664.566511701758,note 199,4664.566511701758
2024-01-09 08:00:00,1158.0,3648.5183767187605,note 200,3648.5183767187605
2024-01-09 09:00:00,1320.0,1760.6149506323545,note 201,1760.6149506323545
2024-01-09 10:00:00,1461.0,1642.5226057197908,note 202,1642.5226057197908
2024-01-09 11:00:00,1893.0,4973.410879610097,note 203,4973.410879610097
2024-01-09 12:00:00,1003.0,4466.452319329563,note 204,4466.452319329563
not-a-date,1300.0,4394.3531453155965,note 205,4394.3531453155965
2024-01-09 14:00:00,1870.0,3027.4181349975047,note 206,3027.4181349975047
2024-01-09 15:00:00,1576.0,3995.8749004461097,note 207,3995.8749004461097
2024-01-09 16:00:00,1695.0,2143.4945204731494,note 208,2143.4945204731494
2024-01-09 17:00:00,1423.0,1351.8550651768053,note 209,1351.8550651768053
2024-01-09 18:00:00,1004.0,4694.110802808508,note 210,4694.110802808508
2024-01-09 19:00:00,,4233.843400472653,note 211,4233.843400472653
not-a-date,1810.0,3843.01428802153,note 212,3843.01428802153
2024-01-09 21:00:00,1308.0,1951.1187321918126,note 213,1951.1187321918126
2024-01-09 22:00:00,1963.0,437.52628308100617,note 214,437.52628308100617
2024-01-09 23:00:00,1773.0,3294.0855724843345,note 215,3294.0855724843345
2024-01-10 00:00:00,1166.0,350.0200429627847,note 216,350.0200429627847
2024-01-10 01:00:00,,856.3942652225993,note 217,856.3942652225993
2024-01-10 02:00:00,1403.0,4855.8426443012,note 218,4855.8426443012
2024-01-10 03:00:00,1108.0,194.99796076170622,note 219,194.99796076170622
2024-01-10 04:00:00,1068.0,1305.845161974786,note 220,1305.845161974786
2024-01-10 05:00:00,1607.0,1927.2643206034552,note 221,1927.2643206034552
2024-01-10 06:00:00,1449.0,2519.061253982773,note 222,2519.061253982773
2024-01-10 07:00:00,1191.0,1864.1841341046393,note 223,1864.1841341046393
2024-01-10 08:00:00,1496.0,2108.4741659459896,note 224,2108.4741659459896
2024-01-10 09:00:00,1666.0,723.3572081513195,note 225,723.3572081513195
2024-01-10 10:00:00,1421.0,4474.830716194445,note 226,4474.830716194445
not-a-date,1638.0,1408.264707926687,note 227,1408.264707926687
2024-01-10 12:00:00,1554.0,1535.4341269913925,note 228,1535.4341269913925
2024-01-10 13:00:00,1602.0,1747.7925318398256,note 229,1747.7925318398256
2024-01-10 14:00:00,1461.0,2325.2784467556808,note 230,2325.2784467556808
2024-01-10 15:00:00,1364.0,1923.4337010658085,note 231,1923.4337010658085
2024-01-10 16:00:00,1830.0,873.6975854250212,note 232,873.6975854250212
2024-01-10 17:00:00,1749.0,1090.624248094192,note 233,1090.624248094192
2024-01-10 18:00:00,1520.0,1150.0282163010386,note 234,1150.0282163010386
not-a-date,1773.0,2214.1515037239237,note 235,2214.1515037239237
2024-01-10 20:00:00,1618.0,789.0565963313767,note 236,789.0565963313767
2024-01-10 21:00:00,1768.0,4538.1235352609165,note 237,4538.1235352609165
2024-01-10 22:00:00,1285.0,3585.2856930296525,note 238,3585.2856930296525
2024-01-10 23:00:00,1771.0,4292.002964192829,note 239,4292.002964192829
2024-01-11 00:00:00,1357.0,1773.0134487555279,note 240,1773.0134487555279
2024-01-11 01:00:00,1984.0,3386.48831339811,note 241,3386.48831339811
2024-01-11 02:00:00,1811.0,1949.990500109543,note 242,1949.990500109543
2024-01-11 03:00:00,1490.0,4330.735964262424,note 243,4330.735964262424
2024-01-11 04:00:00,1361.0,930.8077714630704,note 244,930.8077714630704
2024-01-11 05:00:00,1226.0,3333.493076984365,note 245,3333.493076984365
2024-01-11 06:00:00,1525.0,1720.6385507550842,note 246,1720.6385507550842
2024-01-11 07:00:00,1777.0,1446.0148954235694,note 247,1446.0148954235694
2024-01-11 08:00:00,1481.0,4370.710680560712,note 248,4370.710680560712
2024-01-11 09:00:00,,4852.2521099395035,note 249,4852.2521099395035
2024-01-11 10:00:00,1500.0,2704.607649711814,note 250,2704.607649711814
not-a-date,1452.0,3519.608624219042,note 251,3519.608624219042
2024-01-11 12:00:00,1472.0,889.9436799719107,note 252,889.9436799719107
not-a-date,1097.0,1385.8524368723286,note 253,1385.8524368723286
2024-01-11 14:00:00,1142.0,error,note 254,error
2024-01-11 15:00:00,1773.0,3475.043519468911,note 255,3475.043519468911
2024-01-11 16:00:00,1872.0,1580.5292644814897,note 256,1580.5292644814897
2024-01-11 17:00:00,1865.0,699.4012812118633,note 257,699.4012812118633
2024-01-11 18:00:00,,4747.754018358121,note 258,4747.754018358121
2024-01-11 19:00:00,1740.0,3831.4257814840244,note 259,3831.4257814840244
2024-01-11 20:00:00,1445.0,474.0196142996992,note 260,474.0196142996992
2024-01-11 21:00:00,1721.0,2935.002613685674,note 261,2935.002613685674
2024-01-11 22:00:00,1602.0,error,note 262,error
2024-01-11 23:00:00,,2460.3076322737193,note 263,2460.3076322737193
2024-01-12 00:00:00,1608.0,4294.546197809459,note 264,4294.546197809459
2024-01-12 01:00:00,1311.0,2215.66096897708,note 265,2215.66096897708
2024-01-12 02:00:00,1731.0,1631.4292259731453,note 266,1631.4292259731453
2024-01-12 03:00:00,1956.0,3818.7865453095437,note 267,3818.7865453095437
2024-01-12 04:00:00,1655.0,2815.4118695811726,note 268,2815.4118695811726
not-a-date,1850.0,4540.817487656024,note 269,4540.817487656024
2024-01-12 06:00:00,,1241.4891728935922,note 270,1241.4891728935922
2024-01-12 07:00:00,1406.0,4927.536802896251,note 271,4927.536802896251
2024-01-12 08:00:00,1454.0,1265.1987310117704,note 272,1265.1987310117704
2024-01-12 09:00:00,1154.0,4537.662336625786,note 273,4537.662336625786
2024-01-12 10:00:00,1838.0,2379.22963520236,note 274,2379.22963520236
2024-01-12 11:00:00,1679.0,4047.5904817115456,note 275,4047.5904817115456
2024-01-12 12:00:00,1901.0,2305.9680976929676,note 276,2305.9680976929676
2024-01-12 13:00:00,1088.0,4073.6353926894994,note 277,4073.6353926894994
2024-01-12 14:00:00,1011.0,4022.250630638946,note 278,4022.250630638946
2024-01-12 15:00:00,1824.0,357.92929410649833,note 279,357.92929410649833
2024-01-12 16:00:00,1732.0,3550.67614353975,note 280,3550.67614353975
2024-01-12 17:00:00,1962.0,3618.5729161987165,note 281,3618.5729161987165
not-a-date,,3413.8651570414313,note 282,3413.8651570414313
2024-01-12 19:00:00,1575.0,3379.421631124111,note 283,3379.421631124111
2024-01-12 20:00:00,1164.0,1507.8162261017221,note 284,1507.8162261017221
2024-01-12 21:00:00,1658.0,3338.7377402102284,note 285,3338.7377402102284
2024-01-12 22:00:00,1775.0,1004.8413498572847,note 286,1004.8413498572847
2024-01-12 23:00:00,1125.0,985.5732136505158,note 287,985.5732136505158
not-a-date,1334.0,394.08791818875557,note 288,394.08791818875557
2024-01-13 01:00:00,1875.0,765.3798386166935,note 289,765.3798386166935
2024-01-13 02:00:00,1285.0,947.3668611202484,note 290,947.3668611202484
2024-01-13 03:00:00,1334.0,3147.4389797564722,note 291,3147.4389797564722
2024-01-13 04:00:00,1285.0,864.6775188066273,note 292,864.6775188066273
2024-01-13 05:00:00,1122.0,1025.3550030350355,note 293,1025.3550030350355
2024-01-13 06:00:00,1848.0,1403.858254501364,note 294,1403.858254501364
2024-01-13 07:00:00,1111.0,822.3950811687935,note 295,822.3950811687935
2024-01-13 08:00:00,1106.0,1604.4941877840881,note 296,1604.4941877840881
2024-01-13 09:00:00,1890.0,2348.694963730221,note 297,2348.694963730221
2024-01-13 10:00:00,1160.0,3695.851346140162,note 298,3695.851346140162
2024-01-13 11:00:00,1213.0,1014.7167316994957,note 299,1014.7167316994957
2024-01-13 12:00:00,1075.0,2747.202776172496,note 300,2747.202776172496
not-a-date,1265.0,2112.89146710707,note 301,2112.89146710707
2024-01-13 14:00:00,1226.0,273.37205593271324,note 302,273.37205593271324
2024-01-13 15:00:00,1722.0,1844.4319100388343,note 303,1844.4319100388343
2024-01-13 16:00:00,1595.0,1385.2927216067242,note 304,1385.2927216067242
2024-01-13 17:00:00,1456.0,4421.693747923954,note 305,4421.693747923954
2024-01-13 18:00:00,1502.0,error,note 306,error
2024-01-13 19:00:00,1902.0,910.885462996035,note 307,910.885462996035
2024-01-13 20:00:00,,1101.4626668391452,note 308,1101.4626668391452
2024-01-13 21:00:00,1175.0,2388.5233345125703,note 309,2388.5233345125703
2024-01-13 22:00:00,1930.0,1445.461858021377,note 310,1445.461858021377
2024-01-13 23:00:00,1434.0,314.6064881739277,note 311,314.6064881739277
2024-01-14 00:00:00,1127.0,2635.30165070741,note 312,2635.30165070741
2024-01-14 01:00:00,1507.0,1176.9234942162404,note 313,1176.9234942162404
2024-01-14 02:00:00,1793.0,4379.148481519414,note 314,4379.148481519414
2024-01-14 03:00:00,1301.0,3543.615707115774,note 315,3543.615707115774
2024-01-14 04:00:00,1942.0,4500.880758524385,note 316,4500.880758524385
2024-01-14 05:00:00,1508.0,4128.728312968155,note 317,4128.728312968155
2024-01-14 06:00:00,1055.0,1139.6003105508335,note 318,1139.6003105508335
2024-01-14 07:00:00,1722.0,373.50055538275546,note 319,373.50055538275546
2024-01-14 08:00:00,1618.0,4502.897011664929,note 320,4502.897011664929
2024-01-14 09:00:00,1104.0,4746.585275530463,note 321,4746.585275530463
2024-01-14 10:00:00,1094.0,745.488554337652,note 322,745.488554337652
2024-01-14 11:00:00,1408.0,530.080117941608,note 323,530.080117941608
2024-01-14 12:00:00,1269.0,2643.2194245252817,note 324,2643.2194245252817
2024-01-14 13:00:00,1805.0,2197.8321957379017,note 325,2197.8321957379017
not-a-date,1215.0,150.50068614204787,note 326,150.50068614204787
2024-01-14 15:00:00,1638.0,3498.150085043907,note 327,3498.150085043907
2024-01-14 16:00:00,1875.0,1622.9701764454087,note 328,1622.9701764454087
2024-01-14 17:00:00,1036.0,2320.5292804878704,note 329,2320.5292804878704
2024-01-14 18:00:00,1676.0,2193.2214680012876,note 330,2193.2214680012876
2024-01-14 19:00:00,1849.0,712.825265267086,note 331,712.825265267086
2024-01-14 20:00:00,1556.0,1104.8645034813153,note 332,1104.8645034813153
not-a-date,1158.0,3397.9791104851765,note 333,3397.9791104851765
2024-01-14 22:00:00,1845.0,4179.500626983817,note 334,4179.500626983817
2024-01-14 23:00:00,1146.0,1061.661352626692,note 335,1061.661352626692
2024-01-15 00:00:00,1267.0,1379.3646886263327,note 336,1379.3646886263327
not-a-date,1399.0,1486.7196623427278,note 337,1486.7196623427278
2024-01-15 02:00:00,1859.0,error,note 338,error
2024-01-15 03:00:00,1511.0,289.7298199696187,note 339,289.7298199696187
not-a-date,1909.0,4267.01633589314,note 340,4267.01633589314
2024-01-15 05:00:00,,1252.8875596573046,note 341,1252.8875596573046
2024-01-15 06:00:00,1119.0,error,note 342,error
2024-01-15 07:00:00,1693.0,4674.1921308147985,note 343,4674.1921308147985
2024-01-15 08:00:00,1910.0,2168.7041534038153,note 344,2168.7041534038153
2024-01-15 09:00:00,1044.0,4451.861502551732,note 345,4451.861502551732
2024-01-15 10:00:00,1366.0,701.5764135482492,note 346,701.5764135482492
2024-01-15 11:00:00,1423.0,error,note 347,error
not-a-date,1569.0,2083.244888836849,note 348,2083.244888836849
2024-01-15 13:00:00,1833.0,209.13507144517132,note 349,209.13507144517132
2024-01-15 14:00:00,1626.0,294.0489058832835,note 350,294.0489058832835
2024-01-15 15:00:00,1202.0,4953.713241109393,note 351,4953.713241109393
2024-01-15 16:00:00,1352.0,1309.664126422404,note 352,1309.664126422404
not-a-date,,3750.504645649784,note 353,3750.504645649784
2024-01-15 18:00:00,1159.0,559.1072431394924,note 354,559.1072431394924
2024-01-15 19:00:00,1033.0,4023.6464067577476,note 355,4023.6464067577476
2024-01-15 20:00:00,1765.0,2465.860999638093,note 356,2465.860999638093
not-a-date,1973.0,3468.3981860244216,note 357,3468.3981860244216
2024-01-15 22:00:00,1634.0,890.5425736481569,note 358,890.5425736481569
2024-01-15 23:00:00,1572.0,4358.6931008486545,note 359,4358.6931008486545
2024-01-16 00:00:00,1306.0,2889.0209546829965,note 360,2889.0209546829965
2024-01-16 01:00:00,1645.0,3854.1121550073376,note 361,3854.1121550073376
2024-01-16 02:00:00,1696.0,3423.4405398753806,note 362,3423.4405398753806
2024-01-16 03:00:00,1337.0,3877.7023588654247,note 363,3877.7023588654247
2024-01-16 04:00:00,1258.0,2411.420513145987,note 364,2411.420513145987
2024-01-16 05:00:00,1674.0,2108.7569470742474,note 365,2108.7569470742474
2024-01-16 06:00:00,1636.0,error,note 366,error
2024-01-16 07:00:00,1315.0,2798.2107007760087,note 367,2798.2107007760087
2024-01-16 08:00:00,1317.0,2853.0631405549034,note 368,2853.0631405549034
2024-01-16 09:00:00,1799.0,2269.404868150888,note 369,2269.404868150888
2024-01-16 10:00:00,1536.0,3363.399439623704,note 370,3363.399439623704
2024-01-16 11:00:00,1114.0,3370.1700718696284,note 371,3370.1700718696284
2024-01-16 12:00:00,1391.0,1899.0212645009917,note 372,1899.0212645009917
2024-01-16 13:00:00,1601.0,3301.7605448004,note 373,3301.7605448004
2024-01-16 14:00:00,1936.0,error,note 374,error
